Year,Country,CountryCode,ParentCountry,ParentCountryCode,Sex,SexCode,SuicideRate,SuicideRateLower,SuicideRateUpper
2016,Solomon Islands,SLB,Western Pacific,WPR,Male,MLE,33.14,14.61,52.99
2016,Vanuatu,VUT,Western Pacific,WPR,Male,MLE,33.34,17.5,52.63
2016,Mongolia,MNG,Western Pacific,WPR,Male,MLE,34.01,20.94,52.03
2016,Belarus,BLR,Europe,EUR,Male,MLE,35.51,27.83,45.06
2016,Kazakhstan,KAZ,Europe,EUR,Male,MLE,38.21,31.89,45.27
2016,Botswana,BWA,Africa,AFR,Male,MLE,39.52,21.77,65.65
2016,Guyana,GUY,Americas,AMR,Both sexes,BTSX,39.65,27.96,62.26
2016,Tanzania,TZA,Africa,AFR,Female,FMLE,4.0,2.44,6.24
2016,Uganda,UGA,Africa,AFR,Female,FMLE,4.01,2.41,6.31
2016,Malawi,MWI,Africa,AFR,Female,FMLE,4.03,2.42,6.27
2016,Colombia,COL,Americas,AMR,Both sexes,BTSX,4.11,3.31,7.55
2016,Czech Republic,CZE,Europe,EUR,Female,FMLE,4.11,3.38,4.95
2016,Cyprus,CYP,Europe,EUR,Both sexes,BTSX,4.15,2.56,5.61
2016,Albania,ALB,Europe,EUR,Both sexes,BTSX,4.17,2.28,6.32
2016,Philippines,PHL,Western Pacific,WPR,Male,MLE,4.17,3.05,9.36
2016,Trinidad and Tobago,TTO,Americas,AMR,Female,FMLE,4.21,2.63,6.31
2016,Tunisia,TUN,Eastern Mediterranean,EMR,Male,MLE,4.22,2.32,7.21
2016,Vietnam,VNM,Western Pacific,WPR,Female,FMLE,4.24,2.59,6.5
2016,Ecuador,ECU,Americas,AMR,Female,FMLE,4.26,3.3,5.37
2016,Germany,DEU,Europe,EUR,Female,FMLE,4.34,3.66,5.1
2016,Italy,ITA,Europe,EUR,Both sexes,BTSX,4.35,4.03,4.69
2016,Gabon,GAB,Africa,AFR,Female,FMLE,4.4,2.49,7.09
2016,Denmark,DNK,Europe,EUR,Female,FMLE,4.4,3.46,5.5
2016,Armenia,ARM,Europe,EUR,Both sexes,BTSX,4.43,3.48,5.54
2016,Timor-Leste,TLS,South-East Asia,SEAR,Both sexes,BTSX,4.45,1.6,7.68
2016,Oman,OMN,Eastern Mediterranean,EMR,Both sexes,BTSX,4.52,2.73,7.46
2016,Honduras,HND,Americas,AMR,Male,MLE,4.54,2.33,8.99
2016,Nicaragua,NIC,Americas,AMR,Both sexes,BTSX,4.59,3.28,6.07
2016,Luxembourg,LUX,Europe,EUR,Female,FMLE,4.61,3.43,6.08
2016,Bolivia,BOL,Americas,AMR,Female,FMLE,4.67,2.44,8.16
2016,Maldives,MDV,South-East Asia,SEAR,Male,MLE,4.72,3.05,6.9
2016,Ukraine,UKR,Europe,EUR,Female,FMLE,4.74,3.93,5.64
2016,Tonga,TON,Western Pacific,WPR,Both sexes,BTSX,4.77,2.87,7.48
2016,Estonia,EST,Europe,EUR,Female,FMLE,4.79,3.56,6.27
2016,Qatar,QAT,Eastern Mediterranean,EMR,Both sexes,BTSX,4.83,3.08,7.48
2016,Sudan,SDN,Eastern Mediterranean,EMR,Both sexes,BTSX,4.84,2.38,8.49
2016,Pakistan,PAK,Eastern Mediterranean,EMR,Female,FMLE,4.93,3.24,7.27
2016,Libya,LBY,Eastern Mediterranean,EMR,Both sexes,BTSX,4.95,2.81,8.14
2016,United Arab Emirates,ARE,Eastern Mediterranean,EMR,Both sexes,BTSX,4.97,2.8,7.91
2016,DR Congo,COD,Africa,AFR,Female,FMLE,4.99,2.94,7.91
2016,Suriname,SUR,Americas,AMR,Male,MLE,40.31,28.91,54.37
2016,South Africa,ZAF,Africa,AFR,Male,MLE,41.04,27.82,57.14
2016,Lesotho,LSO,Africa,AFR,Female,FMLE,41.94,16.4,98.1
2016,"Micronesia, Fed. Sts.",FSM,Western Pacific,WPR,Male,MLE,43.35,17.56,68.37
2016,Mozambique,MOZ,Africa,AFR,Male,MLE,43.53,26.45,65.56
2016,Central African Republic,CAF,Africa,AFR,Male,MLE,44.04,24.48,71.65
2016,Zimbabwe,ZWE,Africa,AFR,Male,MLE,44.48,22.84,69.25
2016,Eswatini,SWZ,Africa,AFR,Both sexes,BTSX,46.24,22.44,79.36
2016,Russia,RUS,Europe,EUR,Male,MLE,47.72,45.42,51.4
2016,Lithuania,LTU,Europe,EUR,Male,MLE,48.63,41.99,55.8
2016,Egypt,EGY,Eastern Mediterranean,EMR,Male,MLE,5.0,2.27,9.81
2016,Croatia,HRV,Europe,EUR,Female,FMLE,5.0,3.96,6.21
2016,France,FRA,Europe,EUR,Female,FMLE,5.0,4.1,5.99
2016,Kenya,KEN,Africa,AFR,Female,FMLE,5.01,3.71,6.52
2016,Israel,ISR,Europe,EUR,Both sexes,BTSX,5.03,4.11,6.09
2016,Bhutan,BTN,South-East Asia,SEAR,Both sexes,BTSX,5.05,2.77,8.47
2016,Yemen,YEM,Eastern Mediterranean,EMR,Female,FMLE,5.07,2.59,8.79
2016,Angola,AGO,Africa,AFR,Female,FMLE,5.1,3.02,8.05
2016,Slovenia,SVN,Europe,EUR,Female,FMLE,5.11,3.91,6.52
2016,China,CHN,Western Pacific,WPR,Female,FMLE,5.11,4.26,6.04
2016,Malta,MLT,Europe,EUR,Both sexes,BTSX,5.12,3.87,6.6
2016,Morocco,MAR,Eastern Mediterranean,EMR,Female,FMLE,5.14,2.59,9.7
2016,Singapore,SGP,Western Pacific,WPR,Female,FMLE,5.16,4.19,6.24
2016,Serbia,SRB,Europe,EUR,Female,FMLE,5.24,4.15,6.49
2016,Rwanda,RWA,Africa,AFR,Female,FMLE,5.3,3.08,8.6
2016,Papua New Guinea,PNG,Western Pacific,WPR,Male,MLE,5.31,3.05,9.47
2016,Iraq,IRQ,Eastern Mediterranean,EMR,Both sexes,BTSX,5.33,3.21,8.29
2016,Ethiopia,ETH,Africa,AFR,Female,FMLE,5.34,3.88,7.21
2016,Mauritania,MRT,Africa,AFR,Both sexes,BTSX,5.36,2.76,9.64
2016,Malaysia,MYS,Western Pacific,WPR,Both sexes,BTSX,5.37,3.54,7.97
2016,Tajikistan,TJK,Europe,EUR,Both sexes,BTSX,5.38,3.38,7.75
2016,Bangladesh,BGD,South-East Asia,SEAR,Male,MLE,5.45,3.53,8.26
2016,Canada,CAN,Americas,AMR,Female,FMLE,5.47,4.52,16.19
2016,Cote d'Ivoire,CIV,Africa,AFR,Female,FMLE,5.48,3.13,8.84
2016,Latvia,LVA,Europe,EUR,Female,FMLE,5.5,3.95,7.48
2016,Cabo Verde,CPV,Africa,AFR,Female,FMLE,5.51,3.48,8.33
2016,Uzbekistan,UZB,Europe,EUR,Female,FMLE,5.52,4.53,6.59
2016,Switzerland,CHE,Europe,EUR,Female,FMLE,5.52,4.53,6.61
2016,Madagascar,MDG,Africa,AFR,Female,FMLE,5.53,3.21,8.87
2016,Senegal,SEN,Africa,AFR,Female,FMLE,5.54,3.33,8.69
2016,Spain,ESP,Europe,EUR,Both sexes,BTSX,5.54,4.69,6.47
2016,Australia,AUS,Western Pacific,WPR,Female,FMLE,5.56,4.67,6.49
2016,Mexico,MEX,Americas,AMR,Both sexes,BTSX,5.57,5.27,5.88
2016,Paraguay,PRY,Americas,AMR,Both sexes,BTSX,5.64,3.42,7.69
2016,Austria,AUT,Europe,EUR,Female,FMLE,5.65,4.69,6.73
2016,Greece,GRC,Europe,EUR,Male,MLE,5.67,4.66,6.82
2016,Brazil,BRA,Americas,AMR,Both sexes,BTSX,5.67,5.28,10.35
2016,Albania,ALB,Europe,EUR,Male,MLE,5.7,2.87,8.81
2016,Panama,PAN,Americas,AMR,Male,MLE,5.72,4.49,7.15
2016,Myanmar,MMR,South-East Asia,SEAR,Male,MLE,5.74,3.5,8.46
2016,Cambodia,KHM,Western Pacific,WPR,Both sexes,BTSX,5.75,3.45,8.79
2016,El Salvador,SLV,Americas,AMR,Both sexes,BTSX,5.77,3.79,12.32
2016,Qatar,QAT,Eastern Mediterranean,EMR,Male,MLE,5.81,3.7,9.06
2016,Afghanistan,AFG,Eastern Mediterranean,EMR,Female,FMLE,5.83,3.33,9.5
2016,Saudi Arabia,SAU,Eastern Mediterranean,EMR,Both sexes,BTSX,5.9,3.63,9.04
2016,United Arab Emirates,ARE,Eastern Mediterranean,EMR,Male,MLE,5.92,3.33,9.39
2016,Iran,IRN,Eastern Mediterranean,EMR,Both sexes,BTSX,5.92,4.59,7.22
2016,Netherlands,NLD,Europe,EUR,Female,FMLE,5.93,4.94,6.99
2016,Belarus,BLR,Europe,EUR,Female,FMLE,5.96,4.56,7.63
2016,Kiribati,KIR,Western Pacific,WPR,Male,MLE,55.03,35.02,80.92
2016,New Zealand,NZL,Western Pacific,WPR,Female,FMLE,6.0,4.98,7.13
2016,Afghanistan,AFG,Eastern Mediterranean,EMR,Both sexes,BTSX,6.01,3.48,9.93
2016,Comoros,COM,Africa,AFR,Female,FMLE,6.03,3.5,9.54
2016,Fiji,FJI,Western Pacific,WPR,Female,FMLE,6.09,3.73,9.26
2016,Hungary,HUN,Europe,EUR,Female,FMLE,6.09,5.04,7.27
2016,Mali,MLI,Africa,AFR,Female,FMLE,6.12,3.48,9.83
2016,Namibia,NAM,Africa,AFR,Female,FMLE,6.13,3.11,10.74
2016,Finland,FIN,Europe,EUR,Female,FMLE,6.14,5.11,7.25
2016,Afghanistan,AFG,Eastern Mediterranean,EMR,Male,MLE,6.15,3.58,10.26
2016,Laos,LAO,Western Pacific,WPR,Both sexes,BTSX,6.18,3.4,9.99
2016,Bahamas,BHS,Americas,AMR,Male,MLE,6.18,4.4,8.44
2016,Guatemala,GTM,Americas,AMR,Both sexes,BTSX,6.21,4.73,7.97
2016,Liberia,LBR,Africa,AFR,Female,FMLE,6.22,3.1,12.34
2016,United States,USA,Americas,AMR,Female,FMLE,6.27,5.92,6.56
2016,Mongolia,MNG,Western Pacific,WPR,Female,FMLE,6.28,3.86,9.55
2016,Benin,BEN,Africa,AFR,Female,FMLE,6.34,3.66,10.37
2016,Tonga,TON,Western Pacific,WPR,Male,MLE,6.42,3.95,9.9
2016,Sudan,SDN,Eastern Mediterranean,EMR,Male,MLE,6.44,3.21,11.09
2016,Gambia,GMB,Africa,AFR,Female,FMLE,6.45,3.77,10.27
2016,South Sudan,SSD,Africa,AFR,Both sexes,BTSX,6.48,3.6,11.05
2016,Bahrain,BHR,Eastern Mediterranean,EMR,Both sexes,BTSX,6.48,4.04,9.19
2016,Niger,NER,Africa,AFR,Female,FMLE,6.49,3.7,10.73
2016,Timor-Leste,TLS,South-East Asia,SEAR,Male,MLE,6.5,2.3,11.35
2016,Azerbaijan,AZE,Europe,EUR,Male,MLE,6.51,3.83,9.91
2016,Oman,OMN,Eastern Mediterranean,EMR,Male,MLE,6.52,3.92,10.69
2016,Sri Lanka,LKA,South-East Asia,SEAR,Female,FMLE,6.56,4.56,9.14
2016,Bulgaria,BGR,Europe,EUR,Both sexes,BTSX,6.57,5.23,8.13
2016,Turkmenistan,TKM,Europe,EUR,Both sexes,BTSX,6.59,4.98,8.53
2016,Lithuania,LTU,Europe,EUR,Female,FMLE,6.61,5.33,8.03
2016,St. Lucia,LCA,Americas,AMR,Both sexes,BTSX,6.65,4.87,8.82
2016,Belize,BLZ,Americas,AMR,Both sexes,BTSX,6.67,4.99,8.72
2016,Zambia,ZMB,Africa,AFR,Female,FMLE,6.73,3.94,10.66
2016,Bhutan,BTN,South-East Asia,SEAR,Male,MLE,6.74,3.66,11.51
2016,Dominican Republic,DOM,Americas,AMR,Both sexes,BTSX,6.77,4.25,10.47
2016,Burundi,BDI,Africa,AFR,Female,FMLE,6.85,4.02,11.02
2016,Libya,LBY,Eastern Mediterranean,EMR,Male,MLE,6.86,3.97,11.3
2016,Colombia,COL,Americas,AMR,Male,MLE,6.86,5.56,13.3
2016,Italy,ITA,Europe,EUR,Male,MLE,6.94,6.46,7.45
2016,Burkina Faso,BFA,Africa,AFR,Female,FMLE,6.96,4.16,10.99
2016,Yemen,YEM,Eastern Mediterranean,EMR,Both sexes,BTSX,6.98,3.58,11.96
2016,China,CHN,Western Pacific,WPR,Both sexes,BTSX,6.99,5.63,8.94
2016,Guyana,GUY,Americas,AMR,Male,MLE,63.84,45.73,101.8
2016,North Korea,PRK,South-East Asia,SEAR,Female,FMLE,7.12,4.01,11.58
2016,Congo Republic,COG,Africa,AFR,Female,FMLE,7.12,4.1,11.56
2016,Guinea-Bissau,GNB,Africa,AFR,Female,FMLE,7.12,4.11,11.81
2016,Mauritania,MRT,Africa,AFR,Male,MLE,7.13,3.48,13.65
2016,Somalia,SOM,Eastern Mediterranean,EMR,Female,FMLE,7.2,3.87,12.4
2016,Cyprus,CYP,Europe,EUR,Male,MLE,7.2,4.33,9.78
2016,Nigeria,NGA,Africa,AFR,Both sexes,BTSX,7.22,4.03,12.23
2016,Togo,TGO,Africa,AFR,Female,FMLE,7.22,4.1,11.95
2016,Tajikistan,TJK,Europe,EUR,Male,MLE,7.23,4.45,10.32
2016,Chad,TCD,Africa,AFR,Female,FMLE,7.24,3.95,12.89
2016,Macedonia,MKD,Europe,EUR,Both sexes,BTSX,7.27,5.15,9.86
2016,Costa Rica,CRI,Americas,AMR,Both sexes,BTSX,7.29,5.87,8.89
2016,Singapore,SGP,Western Pacific,WPR,Both sexes,BTSX,7.3,6.04,8.69
2016,Norway,NOR,Europe,EUR,Female,FMLE,7.31,6.71,7.98
2016,Portugal,PRT,Europe,EUR,Both sexes,BTSX,7.38,6.08,8.82
2016,Morocco,MAR,Eastern Mediterranean,EMR,Both sexes,BTSX,7.41,3.52,13.51
2016,Bolivia,BOL,Americas,AMR,Both sexes,BTSX,7.43,3.98,12.22
2016,Sweden,SWE,Europe,EUR,Female,FMLE,7.48,6.48,8.53
2016,Luxembourg,LUX,Europe,EUR,Both sexes,BTSX,7.55,5.81,9.68
2016,Vietnam,VNM,Western Pacific,WPR,Both sexes,BTSX,7.58,4.15,11.71
2016,Mauritius,MUS,Africa,AFR,Both sexes,BTSX,7.58,6.0,9.4
2016,Thailand,THA,South-East Asia,SEAR,Both sexes,BTSX,7.59,5.25,10.22
2016,Djibouti,DJI,Eastern Mediterranean,EMR,Female,FMLE,7.6,3.96,13.23
2016,Liberia,LBR,Africa,AFR,Both sexes,BTSX,7.62,3.86,14.48
2016,United Kingdom,GBR,Europe,EUR,Both sexes,BTSX,7.62,7.28,8.0
2016,Seychelles,SYC,Africa,AFR,Both sexes,BTSX,7.64,5.19,10.61
2016,Japan,JPN,Western Pacific,WPR,Female,FMLE,7.74,7.28,8.12
2016,Romania,ROU,Europe,EUR,Both sexes,BTSX,7.76,6.62,9.05
2016,Nicaragua,NIC,Americas,AMR,Male,MLE,7.8,5.54,10.37
2016,Sierra Leone,SLE,Africa,AFR,Female,FMLE,7.81,4.43,12.93
2016,Kazakhstan,KAZ,Europe,EUR,Female,FMLE,7.88,6.45,9.54
2016,Cameroon,CMR,Africa,AFR,Female,FMLE,7.89,4.3,13.38
2016,Iraq,IRQ,Eastern Mediterranean,EMR,Male,MLE,7.99,4.78,12.45
2016,Samoa,WSM,Western Pacific,WPR,Female,FMLE,8.0,4.23,12.9
2016,Malta,MLT,Europe,EUR,Male,MLE,8.03,6.11,10.28
2016,Armenia,ARM,Europe,EUR,Male,MLE,8.06,6.42,10.01
2016,Argentina,ARG,Americas,AMR,Both sexes,BTSX,8.06,6.71,9.55
2016,Montenegro,MNE,Europe,EUR,Female,FMLE,8.1,5.68,11.15
2016,Bosnia and Herzegovina,BIH,Europe,EUR,Both sexes,BTSX,8.13,5.31,10.68
2016,Malaysia,MYS,Western Pacific,WPR,Male,MLE,8.2,5.37,12.29
2016,Denmark,DNK,Europe,EUR,Both sexes,BTSX,8.24,6.73,9.96
2016,Mali,MLI,Africa,AFR,Both sexes,BTSX,8.29,4.23,15.16
2016,Tanzania,TZA,Africa,AFR,Both sexes,BTSX,8.32,5.21,12.63
2016,Uruguay,URY,Americas,AMR,Female,FMLE,8.32,6.58,10.21
2016,Paraguay,PRY,Americas,AMR,Male,MLE,8.34,4.8,11.29
2016,Israel,ISR,Europe,EUR,Male,MLE,8.38,6.94,10.04
2016,Spain,ESP,Europe,EUR,Male,MLE,8.41,7.17,9.75
2016,Guinea,GIN,Africa,AFR,Female,FMLE,8.43,4.83,13.85
2016,Saudi Arabia,SAU,Eastern Mediterranean,EMR,Male,MLE,8.46,5.22,12.89
2016,Belgium,BEL,Europe,EUR,Female,FMLE,8.54,7.21,10.03
2016,Mozambique,MOZ,Africa,AFR,Female,FMLE,8.7,4.89,14.23
2016,Russia,RUS,Europe,EUR,Female,FMLE,8.7,8.28,9.32
2016,Haiti,HTI,Americas,AMR,Female,FMLE,8.71,4.83,14.37
2016,Comoros,COM,Africa,AFR,Both sexes,BTSX,8.72,4.42,15.97
2016,Eritrea,ERI,Africa,AFR,Female,FMLE,8.74,4.93,14.65
2016,Iran,IRN,Eastern Mediterranean,EMR,Male,MLE,8.76,6.43,11.01
2016,Cambodia,KHM,Western Pacific,WPR,Male,MLE,8.77,5.29,13.24
2016,Vanuatu,VUT,Western Pacific,WPR,Female,FMLE,8.82,4.72,14.49
2016,Laos,LAO,Western Pacific,WPR,Male,MLE,8.82,4.83,14.31
2016,Germany,DEU,Europe,EUR,Both sexes,BTSX,8.82,7.58,10.2
2016,Bahrain,BHR,Eastern Mediterranean,EMR,Male,MLE,8.91,5.49,12.72
2016,China,CHN,Western Pacific,WPR,Male,MLE,8.98,7.08,12.01
2016,Yemen,YEM,Eastern Mediterranean,EMR,Male,MLE,8.99,4.62,15.27
2016,Eswatini,SWZ,Africa,AFR,Male,MLE,88.77,43.33,150.7
2016,Georgia,GEO,Europe,EUR,Both sexes,BTSX,9.03,6.69,11.83
2016,Eswatini,SWZ,Africa,AFR,Female,FMLE,9.06,4.07,17.02
2016,Ecuador,ECU,Americas,AMR,Both sexes,BTSX,9.06,5.25,11.66
2016,Brazil,BRA,Americas,AMR,Male,MLE,9.12,8.5,15.08
2016,Liberia,LBR,Africa,AFR,Male,MLE,9.13,4.69,16.79
2016,Chile,CHL,Americas,AMR,Both sexes,BTSX,9.18,7.85,10.65
2016,Uzbekistan,UZB,Europe,EUR,Both sexes,BTSX,9.21,7.64,10.94
2016,Trinidad and Tobago,TTO,Americas,AMR,Both sexes,BTSX,9.23,6.2,13.25
2016,North Korea,PRK,South-East Asia,SEAR,Both sexes,BTSX,9.24,5.2,15.52
2016,Netherlands,NLD,Europe,EUR,Both sexes,BTSX,9.33,7.98,10.8
2016,Singapore,SGP,Western Pacific,WPR,Male,MLE,9.34,7.8,11.04
2016,Ireland,IRL,Europe,EUR,Both sexes,BTSX,9.37,7.68,11.27
2016,Mexico,MEX,Americas,AMR,Male,MLE,9.37,8.89,9.85
2016,Madagascar,MDG,Africa,AFR,Both sexes,BTSX,9.47,5.65,15.02
2016,Kyrgyz Republic,KGZ,Europe,EUR,Both sexes,BTSX,9.58,7.85,11.58
2016,Botswana,BWA,Africa,AFR,Female,FMLE,9.6,4.82,17.0
2016,Central African Republic,CAF,Africa,AFR,Female,FMLE,9.61,5.2,16.08
2016,Equatorial Guinea,GNQ,Africa,AFR,Female,FMLE,9.64,4.6,17.97
2016,Slovakia,SVK,Europe,EUR,Both sexes,BTSX,9.66,6.82,19.39
2016,Nepal,NPL,South-East Asia,SEAR,Both sexes,BTSX,9.68,5.16,15.08
2016,Rwanda,RWA,Africa,AFR,Both sexes,BTSX,9.73,5.69,15.88
2016,Cuba,CUB,Americas,AMR,Both sexes,BTSX,9.73,8.18,11.5
2016,Switzerland,CHE,Europe,EUR,Both sexes,BTSX,9.76,8.23,11.4
2016,Kiribati,KIR,Western Pacific,WPR,Female,FMLE,9.78,5.68,15.5
2016,Ethiopia,ETH,Africa,AFR,Both sexes,BTSX,9.78,7.0,13.87
2016,Morocco,MAR,Eastern Mediterranean,EMR,Male,MLE,9.86,4.53,17.63
2016,Gambia,GMB,Africa,AFR,Both sexes,BTSX,9.94,5.26,17.0
2015,Antigua and Barbuda,ATG,Americas,AMR,Male,MLE,0.0,0.0,0.0
2015,Barbados,BRB,Americas,AMR,Female,FMLE,0.16,0.12,0.22
2015,Grenada,GRD,Americas,AMR,Female,FMLE,0.27,0.21,0.35
2015,Barbados,BRB,Americas,AMR,Both sexes,BTSX,0.31,0.23,0.41
2015,Antigua and Barbuda,ATG,Americas,AMR,Both sexes,BTSX,0.42,0.3,0.57
2015,Barbados,BRB,Americas,AMR,Male,MLE,0.5,0.37,0.66
2015,Grenada,GRD,Americas,AMR,Both sexes,BTSX,0.62,0.48,0.8
2015,Brunei Darussalam,BRN,Western Pacific,WPR,Female,FMLE,0.63,0.44,0.86
2015,Kuwait,KWT,Eastern Mediterranean,EMR,Female,FMLE,0.72,0.52,0.98
2015,Syria,SYR,Eastern Mediterranean,EMR,Female,FMLE,0.77,0.48,1.18
2015,Venezuela,VEN,Americas,AMR,Female,FMLE,0.79,0.56,1.07
2015,Antigua and Barbuda,ATG,Americas,AMR,Female,FMLE,0.79,0.56,1.08
2015,Maldives,MDV,South-East Asia,SEAR,Female,FMLE,0.85,0.52,1.31
2015,St. Vincent and the Grenadines,VCT,Americas,AMR,Female,FMLE,0.86,0.57,1.22
2015,Grenada,GRD,Americas,AMR,Male,MLE,0.88,0.68,1.14
2015,Jordan,JOR,Eastern Mediterranean,EMR,Female,FMLE,0.9,0.61,1.25
2015,Jamaica,JAM,Americas,AMR,Female,FMLE,1.01,0.72,1.38
2015,Honduras,HND,Americas,AMR,Female,FMLE,1.05,0.58,1.81
2015,Panama,PAN,Americas,AMR,Female,FMLE,1.08,0.81,1.42
2015,Bahamas,BHS,Americas,AMR,Female,FMLE,1.11,0.77,1.55
2015,Sao Tome and Principe,STP,Africa,AFR,Female,FMLE,1.19,0.7,1.91
2015,Indonesia,IDN,South-East Asia,SEAR,Female,FMLE,1.24,0.97,1.58
2015,Myanmar,MMR,South-East Asia,SEAR,Female,FMLE,1.26,0.75,2.01
2015,Turkey,TUR,Europe,EUR,Female,FMLE,1.26,0.95,1.64
2015,Philippines,PHL,Western Pacific,WPR,Female,FMLE,1.27,1.06,9.31
2015,Oman,OMN,Eastern Mediterranean,EMR,Female,FMLE,1.28,0.78,2.01
2015,Seychelles,SYC,Africa,AFR,Female,FMLE,1.4,0.97,1.95
2015,Peru,PER,Americas,AMR,Female,FMLE,1.46,0.93,2.15
2015,Greece,GRC,Europe,EUR,Female,FMLE,1.54,1.21,1.93
2015,Azerbaijan,AZE,Europe,EUR,Female,FMLE,1.56,0.95,2.43
2015,St. Lucia,LCA,Americas,AMR,Female,FMLE,1.6,1.16,2.16
2015,Belize,BLZ,Americas,AMR,Female,FMLE,1.61,1.18,2.14
2015,Brunei Darussalam,BRN,Western Pacific,WPR,Both sexes,BTSX,1.63,1.1,2.23
2015,Lebanon,LBN,Eastern Mediterranean,EMR,Female,FMLE,1.73,0.97,2.81
2015,Bangladesh,BGD,South-East Asia,SEAR,Female,FMLE,1.81,1.14,2.71
2015,Qatar,QAT,Eastern Mediterranean,EMR,Female,FMLE,1.82,1.13,2.76
2015,Colombia,COL,Americas,AMR,Female,FMLE,1.82,1.46,2.22
2015,Cyprus,CYP,Europe,EUR,Female,FMLE,1.84,1.32,2.47
2015,Jordan,JOR,Eastern Mediterranean,EMR,Both sexes,BTSX,1.85,1.27,2.57
2015,Tunisia,TUN,Eastern Mediterranean,EMR,Female,FMLE,1.86,0.92,3.25
2015,Israel,ISR,Europe,EUR,Female,FMLE,1.87,1.46,2.37
2015,Syria,SYR,Eastern Mediterranean,EMR,Both sexes,BTSX,1.95,1.19,2.93
2015,Papua New Guinea,PNG,Western Pacific,WPR,Female,FMLE,1.99,1.13,3.25
2015,Fiji,FJI,Western Pacific,WPR,Both sexes,BTSX,10.01,6.51,14.46
2015,Singapore,SGP,Western Pacific,WPR,Male,MLE,10.03,8.51,11.67
2015,Equatorial Guinea,GNQ,Africa,AFR,Female,FMLE,10.04,4.74,18.7
2015,Morocco,MAR,Eastern Mediterranean,EMR,Male,MLE,10.1,4.67,17.91
2015,Botswana,BWA,Africa,AFR,Female,FMLE,10.26,5.18,18.17
2015,Malta,MLT,Europe,EUR,Male,MLE,10.28,7.85,13.09
2015,Gambia,GMB,Africa,AFR,Both sexes,BTSX,10.29,5.41,17.64
2015,Cuba,CUB,Americas,AMR,Both sexes,BTSX,10.36,8.83,12.05
2015,Guatemala,GTM,Americas,AMR,Male,MLE,10.38,8.11,13.09
2015,Niger,NER,Africa,AFR,Both sexes,BTSX,10.39,5.43,18.12
2015,Central African Republic,CAF,Africa,AFR,Female,FMLE,10.39,5.57,17.47
2015,South Africa,ZAF,Africa,AFR,Female,FMLE,10.41,5.29,17.31
2015,Czech Republic,CZE,Europe,EUR,Both sexes,BTSX,10.49,9.11,11.97
2015,Switzerland,CHE,Europe,EUR,Both sexes,BTSX,10.5,8.96,12.15
2015,Sierra Leone,SLE,Africa,AFR,Both sexes,BTSX,10.53,5.84,17.53
2015,Norway,NOR,Europe,EUR,Both sexes,BTSX,10.59,9.78,11.47
2015,Kenya,KEN,Africa,AFR,Both sexes,BTSX,10.64,7.74,14.34
2015,Costa Rica,CRI,Americas,AMR,Male,MLE,10.69,8.84,12.77
2015,Nigeria,NGA,Africa,AFR,Male,MLE,10.86,6.38,18.71
2015,Kyrgyz Republic,KGZ,Europe,EUR,Both sexes,BTSX,10.87,9.0,12.97
2015,Mali,MLI,Africa,AFR,Male,MLE,10.89,5.16,21.57
2015,Uganda,UGA,Africa,AFR,Both sexes,BTSX,11.04,6.91,17.31
2015,India,IND,South-East Asia,SEAR,Female,FMLE,11.05,9.29,13.11
2015,Bulgaria,BGR,Europe,EUR,Male,MLE,11.13,9.16,13.39
2015,New Zealand,NZL,Western Pacific,WPR,Both sexes,BTSX,11.13,9.64,12.78
2015,Canada,CAN,Americas,AMR,Both sexes,BTSX,11.16,9.63,12.76
2015,Macedonia,MKD,Europe,EUR,Male,MLE,11.25,7.95,15.09
2015,Denmark,DNK,Europe,EUR,Male,MLE,11.26,9.44,13.28
2015,Vietnam,VNM,Western Pacific,WPR,Male,MLE,11.29,5.88,17.22
2015,Mauritius,MUS,Africa,AFR,Male,MLE,11.34,9.12,13.85
2015,Austria,AUT,Europe,EUR,Both sexes,BTSX,11.39,9.89,13.05
2015,Dominican Republic,DOM,Americas,AMR,Male,MLE,11.45,7.36,17.45
2015,France,FRA,Europe,EUR,Both sexes,BTSX,11.48,9.83,19.15
2015,Serbia,SRB,Europe,EUR,Both sexes,BTSX,11.69,9.17,14.74
2015,Comoros,COM,Africa,AFR,Male,MLE,11.77,5.46,23.16
2015,Australia,AUS,Western Pacific,WPR,Both sexes,BTSX,11.81,10.37,13.32
2015,Senegal,SEN,Africa,AFR,Both sexes,BTSX,11.81,7.32,18.12
2015,Suriname,SUR,Americas,AMR,Female,FMLE,11.81,8.12,16.44
2015,Eswatini,SWZ,Africa,AFR,Female,FMLE,11.89,5.13,22.7
2015,Djibouti,DJI,Eastern Mediterranean,EMR,Both sexes,BTSX,11.89,5.88,21.33
2015,Haiti,HTI,Americas,AMR,Both sexes,BTSX,11.97,6.14,19.8
2015,Lesotho,LSO,Africa,AFR,Both sexes,BTSX,114.5,42.5,215.9
2015,United Kingdom,GBR,Europe,EUR,Male,MLE,12.01,11.5,12.6
2015,Ghana,GHA,Africa,AFR,Both sexes,BTSX,12.02,7.6,17.78
2015,Thailand,THA,South-East Asia,SEAR,Male,MLE,12.11,8.62,15.99
2015,Croatia,HRV,Europe,EUR,Both sexes,BTSX,12.15,10.22,14.34
2015,Finland,FIN,Europe,EUR,Both sexes,BTSX,12.15,10.39,14.06
